Luoyang,1406150.0,1407802.0,1409043.0,1409897.0,1410374.0
Guankou,1395450.0,1397090.0,1398322.0,1399169.0,1399643.0
Handan,1373525.0,1375139.0,1376352.0,1377185.0,1377652.0
Baotou,1316342.0,1317889.0,1319051.0,1319850.0,1320297.0
Xuchang,1279705.0,1281208.0,1282338.0,1283115.0,1283549.0
Yueyang,1213435.0,1214861.0,1215932.0,1216668.0,1217081.0
Anshan,1212702.0,1214127.0,1215198.0,1215933.0,1216345.0
Tongshan,1212619.0,1214044.0,1215114.0,1215850.0,1216262.0
Guiyang,1184750.0,1186142.0,1187189.0,1187907.0,1188310.0
Lijiang,1150336.0,1151688.0,1152704.0,1153402.0,1153792.0
Datong,1064464.0,1065714.0,1066654.0,1067300.0,1067662.0
Changshu City,1059430.0,1060675.0,1061610.0,1062253.0,1062613.0
Huainan,1039160.0,1040381.0,1041299.0,1041929.0,1042282.0
Zhu Cheng City,1011196.0,1012384.0,1013277.0,1013890.0,1014234.0
Baoding,1006799.0,1007982.0,1008871.0,1009482.0,1009824.0
Benxi,998775.0,999949.0,1000831.0,1001437.0,1001776.0
Huaibei,913149.0,914222.0,915028.0,915582.0,915893.0
Kaifeng,910076.0,911146.0,911949.0,912501.0,912810.0
Pingdingshan,899636.0,900693.0,901487.0,902033.0,902338.0
Qiqihar,892243.0,893291.0,894079.0,894620.0,894923.0
