8.90666 8.40746
6.91493 3.66486
11.27704 9.88227
10.98409 8.06016
12.36406 13.82774
10.48532 5.14581
9.76526 8.85971
10.92329 8.3417
6.61172 3.05762
8.43666 12.05079
11.08972 13.68838
7.53938 6.64243
6.32037 7.4084
7.70653 6.77148
7.27547 6.10765
7.40532 7.62227
10.41457 8.5721
8.14023 5.09631
12.15399 9.16222
9.76636 3.39559
13.09309 7.22484
10.32429 7.6833
8.42984 10.52961
10.22271 12.05184
7.67935 7.9266
12.49593 11.50065
12.34207 14.18583
11.31399 10.46523
12.96534 5.74183
8.50479 3.42302
6.75185 4.878
5.9 6.83333
13.09961 12.51133
12.13592 10.53805
11.7323 6.7929
11.65492 13.41966
10.23766 10.14722
4.79224 8.52953
10.83702 4.74328
9.14824 9.79855
12.65329 8.41208
13.28387 5.42014
10.46068 7.63311
8.03566 3.35149
10.89093 13.62759
6.08569 8.32801
5.08282 6.65847
7.38281 7.90735
7.1066 6.68787
8.24587 4.81189
12.45257 7.30711
9.20293 11.29229
12.18979 9.92416
11.5577 7.42462
12.45448 7.49765
5.00329 7.77427
11.6498 4.06444
9.16815 8.92453
12.8964 8.52816
12.85525 5.32071
9.84227 11.3885
9.35481 9.70237
10.71876 12.1404
10.61663 10.17663
9.7376 8.80872
8.11766 12.04413
9.00851 6.31729
13.1124 10.12552
8.64504 10.7718
12.53784 3.77399
4.6735 7.36786
8.63333 8.68333
11.48403 12.30631
10.37444 10.72951
7.5144 4.52324
11.91707 5.98326
5.34191 6.65579
10.38402 11.09664
12.4083 9.52911
11.49981 11.93365
6.77027 7.43002
12.55098 10.02758
7.59479 7.22214
11.66478 8.26232
5.39489 7.90482
11.57162 9.10965
9.40914 9.21067
8.10457 6.79759
12.28974 10.3526
7.50057 9.6063
13.43791 5.67867
4.84272 7.85584
7.29617 8.4815
9.90378 4.40535
11.14543 10.45933
12.49857 4.64245
11.77753 10.44949
11.8103 4.35651
12.69723 7.16825
8.49593 7.3476
11.80415 12.51833
7.06161 7.44973
7.99829 7.58241
11.37937 7.55993
11.93132 7.4138
6.3248 7.64939
8.63102 4.38093
5.27338 6.08476
11.77014 8.42391
11.95528 6.91823
5.78123 7.03909
12.80145 10.22637
13.07205 6.50631
6.61391 3.89353
9.90047 13.05442
10.37418 11.69541
7.78005 5.24233
6.78669 6.9491
12.13372 6.82553
11.58504 4.94548
12.43822 8.61607
7.22954 10.6281
12.12991 7.67245
6.33245 7.60564
12.86667 7.23333
10.79874 7.52472
13.12255 5.50531
7.44774 2.83796
9.39633 5.16406
6.5798 4.82938
10.18679 4.72258
7.18098 7.97972
5.61659 7.0364
6.94826 3.50793
11.52919 8.65731
11.26163 7.64939
5.16256 5.92512
6.25823 6.30666
9.05683 6.14342
6.98719 3.67754
6.97936 7.16286
8.94949 9.24807
11.3799 5.6458
9.28942 12.24167
11.34607 9.65919
11.2 4.88333
6.45255 3.43565
6.53463 5.16015
13.09589 8.00289
10.30067 11.50208
5.56751 7.10499
7.36017 9.03776
10.84766 4.09638
7.79068 4.80023
6.92349 5.77739
11.29754 6.49565
7.64975 4.30002
10.75588 6.60704
