6.52438 3.37921
12.00218 8.59196
7.37754 3.94704
10.51046 7.41651
4.81555 7.04984
6.33499 5.60375
11.8311 13.15097
11.08554 7.71995
5.12159 7.37327
9.89653 8.85833
8.47988 4.54181
7.84296 3.93684
6.45837 7.54639
7.1475 3.36194
9.07648 7.39857
13.00587 5.24755
6.13294 6.7924
5.5544 5.7932
6.61996 3.50339
7.56142 6.2429
4.97572 8.3417
5.03774 7.91279
12.98156 7.62227
7.61243 5.23711
7.25713 5.20579
10.30096 9.82365
6.60184 3.35149
7.73215 8.53914
9.58355 6.54632
7.65398 4.91952
7.63955 4.7588
7.19885 5.59324
5.52495 7.49224
7.10001 4.84169
5.17445 7.71452
7.62921 4.18722
10.27914 11.17306
9.24855 12.44952
6.01306 6.74672
12.16285 6.6745
10.26038 13.26058
7.36997 4.18722
5.48906 7.01759
6.8322 3.63191
6.82998 3.91646
5.80663 8.07653
6.01052 6.91035
7.45626 5.43323
8.01207 4.89875
8.67256 3.39433
9.07968 6.0097
6.222 7.08212
7.81196 5.06768
7.97414 4.65278
9.21786 7.1898
5.87508 5.69314
7.78267 4.54181
9.08667 3.85026
7.47629 4.35137
7.89889 4.32097
11.51848 7.31293
8.83407 3.75875
4.74029 6.8619
7.92627 4.66629
6.32306 8.11201
4.74062 7.08481
5.71792 7.08212
8.50601 8.52267
12.8765 11.03158
7.4772 4.54386
11.52183 13.68838
7.84556 4.49285
8.89285 11.37715
5.81928 7.34085
8.13934 4.71741
4.94045 8.31734
6.84294 7.37327
12.87751 10.45652
12.4506 10.04041
6.97924 3.99805
6.71397 6.32792
12.43176 4.19562
11.67264 10.20395
6.14624 6.82974
7.49913 5.23189
8.85253 5.40443
10.40715 5.46992
8.87635 7.24371
9.2035 12.49539
10.61168 12.19186
42.377 -71.11666
10.41457 8.5721
7.87733 9.77902
7.43682 3.28855
7.43167 5.46205
6.38503 8.02743
6.81924 3.19303
7.67052 5.12497
6.37071 8.02887
7.09136 5.14842
11.70724 11.08249
8.84712 7.8776
6.49903 3.38803
6.5946 3.97764
12.37304 14.20762
7.59005 6.22034
5.85164 6.85118
7.87153 5.07288
7.46544 4.0721
5.50019 5.99383
5.55704 7.6304
7.83536 4.92211
9.5849 8.29242
5.96165 8.72059
6.1172 7.03909
13.03149 8.32253
9.45387 12.02807
9.61213 8.39029
6.82998 3.91646
6.01229 7.01759
7.70664 5.04426
7.5038 5.06247
5.95925 6.8485
6.70013 7.32465
8.04627 4.76398
6.20593 6.69589
5.88946 7.95384
7.34841 4.18722
7.71024 3.91901
6.66149 7.76884
11.79287 7.61684
12.59519 6.58635
6.17298 7.00974
7.11381 6.74405
4.68455 6.78152
6.25414 6.20574
6.44353 8.08524
5.93535 7.07943
5.76479 7.09826
7.06686 6.27477
7.80232 6.73334
6.74914 6.07321
7.82311 6.07321
6.89536 3.01257
11.747 11.96619
12.74947 4.53666
12.62261 9.38396
7.94545 4.78728
6.65484 8.79769
7.16579 9.2841
5.15509 8.0247
10.04208 11.21814
7.95 4.98333
9.32786 9.43116
8.57052 8.30884
9.87344 7.9552
12.04198 13.9173
12.87768 6.49031
8.72112 5.75632
8.94321 8.60233
8.61321 6.4198
9.21918 3.29861
11.45309 9.4756
6.43158 2.88764
6.18161 6.53031
4.64674 7.94294
11.85145 3.65472
13.03149 8.32253
7.25769 9.97445
8.75315 4.13602
9.80975 6.15535
11.43845 5.23189
4.92116 6.27477
10.0805 6.17524
6.064 7.476
11.79424 8.83903
11.08769 11.20705
8.31972 9.76787
11.01088 6.79841
10.85707 8.20216
9.60621 3.94194
6.64933 6.39177
7.13817 7.66973
5.70553 6.80831
11.15608 12.75661
9.11925 4.82614
11.54846 8.85833
9.23942 5.31025
11.86258 8.99908
12.34917 4.85206
5.10184 6.81902
12.67292 13.61601
5.70983 6.43436
6.72057 11.25805
6.66935 9.16222
10.15589 12.73685
12.11511 12.82563
11.11117 10.44106
10.9965 10.40875
11.56101 8.58172
11.78089 9.59795
10.20501 11.39985
6.01229 7.01759
10.43663 3.8172
8.21927 5.50662
13.35393 5.2345
7.8533 10.96375
13.71748 5.35209
11.70235 9.33402
10.82296 10.77329
9.04911 4.70706
11.09911 5.25277
8.68992 6.66381
11.91713 7.93477
12.92297 13.56394
